"","mature_mirna_id","target_symbol"
"37116","hsa-miR-34a-5p","DYNLT3"
"37118","hsa-miR-34a-5p","DYRK1B"
"37119","hsa-miR-34a-5p","DYRK3"
"37121","hsa-miR-34a-5p","DZIP3"
"37122","hsa-miR-34a-5p","E2EPF"
"37123","hsa-miR-34a-5p","E2F2"
"37124","hsa-miR-34a-5p","E2F8"
"37125","hsa-miR-34a-5p","EAF1"
"37126","hsa-miR-34a-5p","EBAG9"
"37128","hsa-miR-34a-5p","ECE1"
"37129","hsa-miR-34a-5p","ECH1"
"37130","hsa-miR-34a-5p","ECHS1"
"37132","hsa-miR-34a-5p","ECM1"
"37133","hsa-miR-34a-5p","ECPAS"
"37134","hsa-miR-34a-5p","ECT2"
"37136","hsa-miR-34a-5p","EDC3"
"37141","hsa-miR-34a-5p","EEF1D"
"37142","hsa-miR-34a-5p","EEF1G"
"37144","hsa-miR-34a-5p","EEF2KMT"
"37145","hsa-miR-34a-5p","EFCAB12"
"37146","hsa-miR-34a-5p","EFCAB14"
"37148","hsa-miR-34a-5p","EFHC1"
"37149","hsa-miR-34a-5p","EFHC2"
"37150","hsa-miR-34a-5p","EFL1"
"37151","hsa-miR-34a-5p","EFL3"
"37152","hsa-miR-34a-5p","EFNA1"
"37153","hsa-miR-34a-5p","EFNA3"
"37154","hsa-miR-34a-5p","EFNA5"
"37155","hsa-miR-34a-5p","EFNB2"
"37156","hsa-miR-34a-5p","EGFR"
"37157","hsa-miR-34a-5p","EGR1"
"37158","hsa-miR-34a-5p","EHD2"
"37159","hsa-miR-34a-5p","EID2"
"37161","hsa-miR-34a-5p","EIF2AK1"
"37162","hsa-miR-34a-5p","EIF2AK4"
"37163","hsa-miR-34a-5p","EIF2S2"
"37164","hsa-miR-34a-5p","EIF3G"
"37165","hsa-miR-34a-5p","EIF3H"
"37167","hsa-miR-34a-5p","EIF4A3"
"37168","hsa-miR-34a-5p","EIF4E2"
"37169","hsa-miR-34a-5p","EIF4E3"
"37170","hsa-miR-34a-5p","EIF4EBP1"
"37171","hsa-miR-34a-5p","EIF4ENIF1"
"37172","hsa-miR-34a-5p","EIF4G3"
"37173","hsa-miR-34a-5p","EIF5A"
"37174","hsa-miR-34a-5p","EIF5A2"
"37175","hsa-miR-34a-5p","ELF1"
"37176","hsa-miR-34a-5p","ELF3"
"37177","hsa-miR-34a-5p","ELF4"
"37178","hsa-miR-34a-5p","ELK3"
"37179","hsa-miR-34a-5p","ELOVL3"
"37181","hsa-miR-34a-5p","ELOVL7"
"37182","hsa-miR-34a-5p","ELP5"
"37183","hsa-miR-34a-5p","EMC1"
"37184","hsa-miR-34a-5p","EMC2"
"37186","hsa-miR-34a-5p","EMG1"
"37187","hsa-miR-34a-5p","EMILIN2"
"37188","hsa-miR-34a-5p","EMILIN3"
"37189","hsa-miR-34a-5p","EMP2"
"37190","hsa-miR-34a-5p","EMP3"
"37192","hsa-miR-34a-5p","EMS1"
"37193","hsa-miR-34a-5p","EMSY"
"37194","hsa-miR-34a-5p","ENC1"
"37195","hsa-miR-34a-5p","ENDOD1"
"37196","hsa-miR-34a-5p","ENKD1"
"37197","hsa-miR-34a-5p","ENO1"
"37198","hsa-miR-34a-5p","ENO2"
"37200","hsa-miR-34a-5p","ENPP3"
"37201","hsa-miR-34a-5p","ENPP5"
"37202","hsa-miR-34a-5p","ENTHD1"
"37203","hsa-miR-34a-5p","ENTPD3-AS1"
"37204","hsa-miR-34a-5p","ENTPD4"
"37205","hsa-miR-34a-5p","ENTPD5"
"37206","hsa-miR-34a-5p","ENY2"
"37207","hsa-miR-34a-5p","EP300"
"37208","hsa-miR-34a-5p","EPAS1"
"37209","hsa-miR-34a-5p","EPB41L1"
"37210","hsa-miR-34a-5p","EPB41L4A"
"37211","hsa-miR-34a-5p","EPB42"
"37212","hsa-miR-34a-5p","EPC1"
"37214","hsa-miR-34a-5p","EPCAM"
"37215","hsa-miR-34a-5p","EPHB2"
"37216","hsa-miR-34a-5p","EPHB6"
"37217","hsa-miR-34a-5p","EPM2AIP1"
"37220","hsa-miR-34a-5p","EPPK1"
"37221","hsa-miR-34a-5p","EPS15"
"37222","hsa-miR-34a-5p","EPS8R2"
"37223","hsa-miR-34a-5p","EQTN"
"37224","hsa-miR-34a-5p","ERAL1"
"37226","hsa-miR-34a-5p","ERCC1"
"37227","hsa-miR-34a-5p","ERCC4"
"37228","hsa-miR-34a-5p","EREG"
"37229","hsa-miR-34a-5p","ERGIC2"
"37231","hsa-miR-34a-5p","ERMAP"
"37233","hsa-miR-34a-5p","ERO1A"
"37234","hsa-miR-34a-5p","ERO1B"
"37235","hsa-miR-34a-5p","ERP29"
"37236","hsa-miR-34a-5p","ERRFI1"
"37237","hsa-miR-34a-5p","ESAM"
"37238","hsa-miR-34a-5p","ESCO2"
"37239","hsa-miR-34a-5p","ESRP1"
"37241","hsa-miR-34a-5p","ESYT1"
"37242","hsa-miR-34a-5p","ETFDH"
"37243","hsa-miR-34a-5p","ETFRF1"
"37244","hsa-miR-34a-5p","ETHE1"
"37245","hsa-miR-34a-5p","ETNK1"
"37246","hsa-miR-34a-5p","ETS2"
"37247","hsa-miR-34a-5p","ETV1"
"37248","hsa-miR-34a-5p","ETV5"
"37249","hsa-miR-34a-5p","ETV6"
"37250","hsa-miR-34a-5p","EVL"
"37252","hsa-miR-34a-5p","EXD2"
"37253","hsa-miR-34a-5p","EXO1"
"37254","hsa-miR-34a-5p","EXOC3-AS1"
"37255","hsa-miR-34a-5p","EXOC4"
"37256","hsa-miR-34a-5p","EXOSC10"
"37257","hsa-miR-34a-5p","EXOSC2"
"37258","hsa-miR-34a-5p","EXOSC5"
"37259","hsa-miR-34a-5p","EXOSC6"
"37260","hsa-miR-34a-5p","EXOSC9"
"37261","hsa-miR-34a-5p","EXT1"
"37262","hsa-miR-34a-5p","EXT2"
"37263","hsa-miR-34a-5p","EZH2"
"37264","hsa-miR-34a-5p","F12"
"37266","hsa-miR-34a-5p","F3"
"37267","hsa-miR-34a-5p","F8A1"
"37268","hsa-miR-34a-5p","FAAP20"
"37269","hsa-miR-34a-5p","FABP5"
"37270","hsa-miR-34a-5p","FADS3"
"37271","hsa-miR-34a-5p","FAHD1"
"37273","hsa-miR-34a-5p","FAM102A"
"37275","hsa-miR-34a-5p","FAM110C"
"37276","hsa-miR-34a-5p","FAM111A"
"37277","hsa-miR-34a-5p","FAM111B"
"37278","hsa-miR-34a-5p","FAM114A1"
"37279","hsa-miR-34a-5p","FAM114A2"
"37280","hsa-miR-34a-5p","FAM122B"
"37281","hsa-miR-34a-5p","FAM124A"
"37282","hsa-miR-34a-5p","FAM126A"
"37287","hsa-miR-34a-5p","FAM149B1"
"37289","hsa-miR-34a-5p","FAM166C"
"37290","hsa-miR-34a-5p","FAM169A"
"37291","hsa-miR-34a-5p","FAM171A1"
"37292","hsa-miR-34a-5p","FAM172A"
"37293","hsa-miR-34a-5p","FAM174A"
"37294","hsa-miR-34a-5p","FAM178B"
"37295","hsa-miR-34a-5p","FAM184B"
"37296","hsa-miR-34a-5p","FAM204A"
"37297","hsa-miR-34a-5p","FAM209B"
"37298","hsa-miR-34a-5p","FAM20A"
"37299","hsa-miR-34a-5p","FAM20B"
"37300","hsa-miR-34a-5p","FAM210A"
"37301","hsa-miR-34a-5p","FAM210B"
"37303","hsa-miR-34a-5p","FAM214A"
"37304","hsa-miR-34a-5p","FAM214B"
"37305","hsa-miR-34a-5p","FAM216A"
"37306","hsa-miR-34a-5p","FAM216B"
"37307","hsa-miR-34a-5p","FAM218A"
"37308","hsa-miR-34a-5p","FAM222A"
"37309","hsa-miR-34a-5p","FAM222B"
"37310","hsa-miR-34a-5p","FAM228B"
"37311","hsa-miR-34a-5p","FAM24B"
"37315","hsa-miR-34a-5p","FAM32A"
"37316","hsa-miR-34a-5p","FAM3A"
"37317","hsa-miR-34a-5p","FAM53B"
"37319","hsa-miR-34a-5p","FAM76B"
"37321","hsa-miR-34a-5p","FAM83D"
"37322","hsa-miR-34a-5p","FAM83E"
"37325","hsa-miR-34a-5p","FAM89B"
"37326","hsa-miR-34a-5p","FAM8A1"
"37327","hsa-miR-34a-5p","FAM92A"
"37328","hsa-miR-34a-5p","FANCA"
"37329","hsa-miR-34a-5p","FANCB"
"37330","hsa-miR-34a-5p","FANCD2"
"37331","hsa-miR-34a-5p","FANCI"
"37332","hsa-miR-34a-5p","FANCM"
"37333","hsa-miR-34a-5p","FAR1"
"37334","hsa-miR-34a-5p","FAR2"
"37335","hsa-miR-34a-5p","FARP1"
"37336","hsa-miR-34a-5p","FASLG"
"37337","hsa-miR-34a-5p","FASN"
"37338","hsa-miR-34a-5p","FASTK"
"37339","hsa-miR-34a-5p","FASTKD5"
"37340","hsa-miR-34a-5p","FAT1"
"37341","hsa-miR-34a-5p","FATE1"
"37342","hsa-miR-34a-5p","FAXDC2"
"37343","hsa-miR-34a-5p","FBH1"
"37344","hsa-miR-34a-5p","FBL"
"37345","hsa-miR-34a-5p","FBRS"
"37346","hsa-miR-34a-5p","FBRSL1"
"37347","hsa-miR-34a-5p","FBXL12"
"37348","hsa-miR-34a-5p","FBXL17"
"37349","hsa-miR-34a-5p","FBXL2"
"37350","hsa-miR-34a-5p","FBXL3"
"37351","hsa-miR-34a-5p","FBXL6"
"37352","hsa-miR-34a-5p","FBXO10"
"37353","hsa-miR-34a-5p","FBXO11"
"37354","hsa-miR-34a-5p","FBXO17"
"37355","hsa-miR-34a-5p","FBXO27"
"37357","hsa-miR-34a-5p","FBXO3"
"37358","hsa-miR-34a-5p","FBXO32"
"37360","hsa-miR-34a-5p","FBXO34"
"37362","hsa-miR-34a-5p","FBXO4"
"37363","hsa-miR-34a-5p","FBXO42"
"37364","hsa-miR-34a-5p","FBXO44"
"37365","hsa-miR-34a-5p","FBXO46"
"37366","hsa-miR-34a-5p","FBXO5"
"37367","hsa-miR-34a-5p","FBXO6"
"37368","hsa-miR-34a-5p","FBXO8"
"37369","hsa-miR-34a-5p","FBXO9"
"37370","hsa-miR-34a-5p","FBXW4"
"37371","hsa-miR-34a-5p","FCER1G"
"37372","hsa-miR-34a-5p","FCGBP"
"37373","hsa-miR-34a-5p","FCHO1"
"37375","hsa-miR-34a-5p","FCMR"
"37377","hsa-miR-34a-5p","FCSK"
"37378","hsa-miR-34a-5p","FDCSP"
"37379","hsa-miR-34a-5p","FDPS"
"37380","hsa-miR-34a-5p","FECH"
"37381","hsa-miR-34a-5p","FEM1A"
"37382","hsa-miR-34a-5p","FERMT1"
"37383","hsa-miR-34a-5p","FERMT3"
"37385","hsa-miR-34a-5p","FEZ1"
"37387","hsa-miR-34a-5p","FGD1"
"37389","hsa-miR-34a-5p","FGF18"
"37390","hsa-miR-34a-5p","FGF19"
"37391","hsa-miR-34a-5p","FGF2"
"37392","hsa-miR-34a-5p","FGF9"
"37393","hsa-miR-34a-5p","FGFBP1"
"37394","hsa-miR-34a-5p","FGFR1"
"37395","hsa-miR-34a-5p","FGFR1OP2"
"37396","hsa-miR-34a-5p","FGFR2"
"37397","hsa-miR-34a-5p","FGFR3"
"37398","hsa-miR-34a-5p","FGFR4"
"37399","hsa-miR-34a-5p","FGFRL1"
"37400","hsa-miR-34a-5p","FHDC1"
"37401","hsa-miR-34a-5p","FHIT"
"37402","hsa-miR-34a-5p","FHL1"
"37403","hsa-miR-34a-5p","FHL2"
"37404","hsa-miR-34a-5p","FHOD1"
"37405","hsa-miR-34a-5p","FICD"
"37406","hsa-miR-34a-5p","FIGNL1"
"37407","hsa-miR-34a-5p","FILIP1L"
"37408","hsa-miR-34a-5p","FIP1L1"
"37409","hsa-miR-34a-5p","FITM2"
"37410","hsa-miR-34a-5p","FJX1"
"37411","hsa-miR-34a-5p","FKBP14"
"37412","hsa-miR-34a-5p","FKBP3"
"37413","hsa-miR-34a-5p","FKBP4"
"37414","hsa-miR-34a-5p","FKBP5"
"37417","hsa-miR-34a-5p","FLOT1"
"37418","hsa-miR-34a-5p","FLT1"
"37419","hsa-miR-34a-5p","FMC1-LUC7L2"
"37420","hsa-miR-34a-5p","FMC1"
"37423","hsa-miR-34a-5p","FN1"
"37424","hsa-miR-34a-5p","FN3KRP"
"37425","hsa-miR-34a-5p","FNDC3A"
"37426","hsa-miR-34a-5p","FNDC4"
"37427","hsa-miR-34a-5p","FNIP1"
"37428","hsa-miR-34a-5p","FNIP2"
"37429","hsa-miR-34a-5p","FOS"
"37430","hsa-miR-34a-5p","FOXB1"
"37431","hsa-miR-34a-5p","FOXF1"
"37432","hsa-miR-34a-5p","FOXH1"
"37433","hsa-miR-34a-5p","FOXJ3"
"37434","hsa-miR-34a-5p","FOXM1"
"37438","hsa-miR-34a-5p","FOXP4"
"37440","hsa-miR-34a-5p","FOXRED2"
"37441","hsa-miR-34a-5p","FPGT"
"37443","hsa-miR-34a-5p","FRG1"
"37445","hsa-miR-34a-5p","FRMD1"
"37446","hsa-miR-34a-5p","FRS2"
"37447","hsa-miR-34a-5p","FRS3"
"37448","hsa-miR-34a-5p","FSCN1"
"37449","hsa-miR-34a-5p","FSD1"
"37451","hsa-miR-34a-5p","FSTL3"
"37453","hsa-miR-34a-5p","FTH1"
"37454","hsa-miR-34a-5p","FTSJ1"
"37457","hsa-miR-34a-5p","FUS"
"37458","hsa-miR-34a-5p","FUT2"
"37459","hsa-miR-34a-5p","FUT3"
"37460","hsa-miR-34a-5p","FUT5"
"37461","hsa-miR-34a-5p","FXN"
"37462","hsa-miR-34a-5p","FXYD1"
"37464","hsa-miR-34a-5p","FXYD4"
"37465","hsa-miR-34a-5p","FXYD5"
"37466","hsa-miR-34a-5p","FYB1"
"37467","hsa-miR-34a-5p","FYN"
"37468","hsa-miR-34a-5p","FZD1"
"37469","hsa-miR-34a-5p","FZD3"
"37470","hsa-miR-34a-5p","G3"
"37471","hsa-miR-34a-5p","G3BP1"
"37472","hsa-miR-34a-5p","G6PD"
"37473","hsa-miR-34a-5p","GAA"
"37474","hsa-miR-34a-5p","GABARAP"
"37475","hsa-miR-34a-5p","GABBR1"
"37477","hsa-miR-34a-5p","GABPB1"
"37481","hsa-miR-34a-5p","GAD1"
"37482","hsa-miR-34a-5p","GADD45B"
"37483","hsa-miR-34a-5p","GALNT12"
"37484","hsa-miR-34a-5p","GAN"
"37485","hsa-miR-34a-5p","GAPDH"
"37486","hsa-miR-34a-5p","GAPEX5"
"37487","hsa-miR-34a-5p","GAREM1"
"37488","hsa-miR-34a-5p","GAREM2"
"37489","hsa-miR-34a-5p","GARS1"
"37490","hsa-miR-34a-5p","GAS2L3"
"37491","hsa-miR-34a-5p","GASK1A"
"37492","hsa-miR-34a-5p","GATA4"
"37495","hsa-miR-34a-5p","GATD3A"
"37496","hsa-miR-34a-5p","GBF1"
"37497","hsa-miR-34a-5p","GBP3"
"37499","hsa-miR-34a-5p","GBX1"
"37500","hsa-miR-34a-5p","GCF2"
"37501","hsa-miR-34a-5p","GCFC2"
"37502","hsa-miR-34a-5p","GCNT2"
"37503","hsa-miR-34a-5p","GCNT3"
"37505","hsa-miR-34a-5p","GCSH"
"37506","hsa-miR-34a-5p","GDA"
"37507","hsa-miR-34a-5p","GDAP1"
"37508","hsa-miR-34a-5p","GDAP2"
"37509","hsa-miR-34a-5p","GDF11"
"37510","hsa-miR-34a-5p","GDF15"
"37511","hsa-miR-34a-5p","GDF5"
"37512","hsa-miR-34a-5p","GDPD1"
"37513","hsa-miR-34a-5p","GDPD5"
"37514","hsa-miR-34a-5p","GDPGP1"
"37515","hsa-miR-34a-5p","GEM"
"37516","hsa-miR-34a-5p","GEMIN4"
"37517","hsa-miR-34a-5p","GEN1"
"37518","hsa-miR-34a-5p","GET3"
"37519","hsa-miR-34a-5p","GFAP"
"37521","hsa-miR-34a-5p","GFI1B"
"37522","hsa-miR-34a-5p","GFOD1"
"37523","hsa-miR-34a-5p","GFRA3"
"37524","hsa-miR-34a-5p","GGA2"
"37525","hsa-miR-34a-5p","GGA3"
"37526","hsa-miR-34a-5p","GGCX"
"37527","hsa-miR-34a-5p","GGH"
"37528","hsa-miR-34a-5p","GGNBP2"
"37529","hsa-miR-34a-5p","GGT1"
"37530","hsa-miR-34a-5p","GINM1"
"37531","hsa-miR-34a-5p","GINS1"
"37532","hsa-miR-34a-5p","GINS2"
"37533","hsa-miR-34a-5p","GJA1"
"37536","hsa-miR-34a-5p","GJB2"
"37537","hsa-miR-34a-5p","GJC1"
"37538","hsa-miR-34a-5p","GKN2"
"37539","hsa-miR-34a-5p","GLA"
"37541","hsa-miR-34a-5p","GLMP"
"37542","hsa-miR-34a-5p","GLRX"
"37543","hsa-miR-34a-5p","GLRX5"
"37544","hsa-miR-34a-5p","GLTP"
"37545","hsa-miR-34a-5p","GM2A"
"37546","hsa-miR-34a-5p","GMEB1"
"37547","hsa-miR-34a-5p","GMIP"
"37548","hsa-miR-34a-5p","GMNN"
"37549","hsa-miR-34a-5p","GMPR"
"37550","hsa-miR-34a-5p","GNA11"
"37551","hsa-miR-34a-5p","GNA12"
"37554","hsa-miR-34a-5p","GNG4"
"37556","hsa-miR-34a-5p","GNPDA2"
"37558","hsa-miR-34a-5p","GOLGA1"
"37559","hsa-miR-34a-5p","GOLGA5"
"37560","hsa-miR-34a-5p","GOLGA7"
"37561","hsa-miR-34a-5p","GOLGA8B"
"37562","hsa-miR-34a-5p","GOLGA8N"
"37563","hsa-miR-34a-5p","GOLGB1"
"37564","hsa-miR-34a-5p","GOLT1A"
"37565","hsa-miR-34a-5p","GOLT1B"
"37566","hsa-miR-34a-5p","GON4L"
"37567","hsa-miR-34a-5p","GORAB"
"37568","hsa-miR-34a-5p","GOSR1"
"37569","hsa-miR-34a-5p","GOT1"
"37570","hsa-miR-34a-5p","GOT2"
"37571","hsa-miR-34a-5p","GP6"
"37572","hsa-miR-34a-5p","GPALPP1"
"37573","hsa-miR-34a-5p","GPAT3"
"37574","hsa-miR-34a-5p","GPATCH2"
"37575","hsa-miR-34a-5p","GPATCH2L"
"37576","hsa-miR-34a-5p","GPATCH4"
"37578","hsa-miR-34a-5p","GPC1"
"37579","hsa-miR-34a-5p","GPC3"
"37582","hsa-miR-34a-5p","GPHN"
"37583","hsa-miR-34a-5p","GPI"
"37585","hsa-miR-34a-5p","GPIP137"
"37586","hsa-miR-34a-5p","GPN2"
"37587","hsa-miR-34a-5p","GPNMB"
"37588","hsa-miR-34a-5p","GPR137C"
"37589","hsa-miR-34a-5p","GPR143"
"37590","hsa-miR-34a-5p","GPR156"
"37591","hsa-miR-34a-5p","GPR161"
"37592","hsa-miR-34a-5p","GPR183"
"37593","hsa-miR-34a-5p","GPR19"
"37595","hsa-miR-34a-5p","GPR32"
"37596","hsa-miR-34a-5p","GPR87"
"37598","hsa-miR-34a-5p","GPRC5C"
"37599","hsa-miR-34a-5p","GPS1"
"37600","hsa-miR-34a-5p","GPS2"
"37601","hsa-miR-34a-5p","GPSM1"
"37602","hsa-miR-34a-5p","GPSM2"
"37603","hsa-miR-34a-5p","GPT2"
"37604","hsa-miR-34a-5p","GPX6"
"37606","hsa-miR-34a-5p","GRAMD2B"
"37607","hsa-miR-34a-5p","GRAP2"
"37608","hsa-miR-34a-5p","GRB7"
"37609","hsa-miR-34a-5p","GREB1L"
"37610","hsa-miR-34a-5p","GRHL1"
"37611","hsa-miR-34a-5p","GRHPR"
"37613","hsa-miR-34a-5p","GRIN2D"
"37614","hsa-miR-34a-5p","GRK3"
"37616","hsa-miR-34a-5p","GRN"
"37617","hsa-miR-34a-5p","GRPEL2"
"37618","hsa-miR-34a-5p","GS3786"
"37619","hsa-miR-34a-5p","GSDME"
"37621","hsa-miR-34a-5p","GSN"
"37622","hsa-miR-34a-5p","GSS"
"37623","hsa-miR-34a-5p","GSTA1"
"37624","hsa-miR-34a-5p","GSTK1"
"37625","hsa-miR-34a-5p","GSTM1"
"37626","hsa-miR-34a-5p","GSTP1"
"37627","hsa-miR-34a-5p","GSTT2B"
"37629","hsa-miR-34a-5p","GTF2E2"
"37630","hsa-miR-34a-5p","GTF2H1"
"37631","hsa-miR-34a-5p","GTF2I"
"37632","hsa-miR-34a-5p","GTF2IRD2"
"37633","hsa-miR-34a-5p","GTF3A"
"37634","hsa-miR-34a-5p","GTF3C2"
"37635","hsa-miR-34a-5p","GTSE1"
"37636","hsa-miR-34a-5p","GUCD1"
"37637","hsa-miR-34a-5p","GUCY1A1"
"37639","hsa-miR-34a-5p","GUCY2F"
"37640","hsa-miR-34a-5p","GUF1"
"37641","hsa-miR-34a-5p","GXYLT2"
"37642","hsa-miR-34a-5p","GYPA"
"37643","hsa-miR-34a-5p","GYPB"
"37645","hsa-miR-34a-5p","GYS1"
"37646","hsa-miR-34a-5p","H1-0"
"37647","hsa-miR-34a-5p","H2AC12"
"37648","hsa-miR-34a-5p","H2AJ"
"37650","hsa-miR-34a-5p","H2AX"
"37651","hsa-miR-34a-5p","H2AZ1"
"37652","hsa-miR-34a-5p","H2AZ2"
"37653","hsa-miR-34a-5p","H2BC12"
"37654","hsa-miR-34a-5p","H2BC14"
"37655","hsa-miR-34a-5p","H2BC4"
"37656","hsa-miR-34a-5p","H2BC5"
"37657","hsa-miR-34a-5p","H2BC8"
"37658","hsa-miR-34a-5p","H2BC9"
"37659","hsa-miR-34a-5p","H2BU1"
"37662","hsa-miR-34a-5p","H3F3AP6"
"37663","hsa-miR-34a-5p","H3FT"
"37664","hsa-miR-34a-5p","H3P16"
"37665","hsa-miR-34a-5p","H4/A"
"37666","hsa-miR-34a-5p","H4FO"
"37667","hsa-miR-34a-5p","H6PD"
"37668","hsa-miR-34a-5p","HACD1"
"37669","hsa-miR-34a-5p","HACD3"
"37672","hsa-miR-34a-5p","HASPIN"
"37673","hsa-miR-34a-5p","HAT1"
"37674","hsa-miR-34a-5p","HAUS1"
"37675","hsa-miR-34a-5p","HAUS5"
"37676","hsa-miR-34a-5p","HAUS6"
"37677","hsa-miR-34a-5p","HAUS7"
"37678","hsa-miR-34a-5p","HAUS8"
"37680","hsa-miR-34a-5p","HBP"
"37681","hsa-miR-34a-5p","HBP1"
"37683","hsa-miR-34a-5p","HBZ"
"37684","hsa-miR-34a-5p","HCFC1"
"37685","hsa-miR-34a-5p","hCG_15646"
"37686","hsa-miR-34a-5p","hCG_1685949"
"37687","hsa-miR-34a-5p","hCG_17321"
"37688","hsa-miR-34a-5p","hCG_1992160"
"37689","hsa-miR-34a-5p","hCG_1994842"
"37690","hsa-miR-34a-5p","hCG_2005629"
"37691","hsa-miR-34a-5p","hCG_2017814"
"37692","hsa-miR-34a-5p","hCG_2018597"
"37693","hsa-miR-34a-5p","hCG_2023614"
"37694","hsa-miR-34a-5p","hCG_2031635"
"37695","hsa-miR-34a-5p","hCG_2040048"
"37696","hsa-miR-34a-5p","hCG_23463"
"37697","hsa-miR-34a-5p","hCG_29955"
"37698","hsa-miR-34a-5p","hCG_33495"
"37699","hsa-miR-34a-5p","hCG_39482"
"37700","hsa-miR-34a-5p","hCG_39606"
"37701","hsa-miR-34a-5p","hCG_41078"
"37702","hsa-miR-34a-5p","hCG_41525"
"37703","hsa-miR-34a-5p","HCST"
"37704","hsa-miR-34a-5p","HDAC7"
"37705","hsa-miR-34a-5p","HDAC8"
"37706","hsa-miR-34a-5p","HDHD5"
"37707","hsa-miR-34a-5p","HEATR1"
"37708","hsa-miR-34a-5p","HEATR3"
"37709","hsa-miR-34a-5p","HEATR5A"
"37710","hsa-miR-34a-5p","HEATR6"
"37711","hsa-miR-34a-5p","HEBP1"
"37713","hsa-miR-34a-5p","HECTD3"
"37715","hsa-miR-34a-5p","HELLS"
"37716","hsa-miR-34a-5p","HEPACAM2"
"37717","hsa-miR-34a-5p","HEPH"
"37718","hsa-miR-34a-5p","HERC2"
"37719","hsa-miR-34a-5p","HERC6"
"37720","hsa-miR-34a-5p","HERPUD2"
"37721","hsa-miR-34a-5p","HES1"
"37722","hsa-miR-34a-5p","HES2"
"37723","hsa-miR-34a-5p","HEY1"
"37724","hsa-miR-34a-5p","HGH1"
"37725","hsa-miR-34a-5p","HGS"
"37726","hsa-miR-34a-5p","HGSNAT"
"37727","hsa-miR-34a-5p","HHLA3"
"37728","hsa-miR-34a-5p","HIBCH"
"37729","hsa-miR-34a-5p","HIF1A"
"37730","hsa-miR-34a-5p","HIF1AN"
"37731","hsa-miR-34a-5p","HIGD2A"
"37732","hsa-miR-34a-5p","HIGD2B"
"37734","hsa-miR-34a-5p","HIPK2"
"37735","hsa-miR-34a-5p","HIRA"
"37736","hsa-miR-34a-5p","HIRIP3"
"37750","hsa-miR-34a-5p","HIST4H4"
"37752","hsa-miR-34a-5p","HJURP"
"37753","hsa-miR-34a-5p","HJV"
"37754","hsa-miR-34a-5p","HLA-A"
"37755","hsa-miR-34a-5p","HLA-B"
"37756","hsa-miR-34a-5p","HLA-C"
"37757","hsa-miR-34a-5p","HLA-DMA"
"37765","hsa-miR-34a-5p","HLA-G"
"37770","hsa-miR-34a-5p","HMCES"
"37771","hsa-miR-34a-5p","HME1"
"37773","hsa-miR-34a-5p","HMG20B"
"37774","hsa-miR-34a-5p","HMGA1"
"37775","hsa-miR-34a-5p","HMGB3"
"37776","hsa-miR-34a-5p","HMGN2"
"37777","hsa-miR-34a-5p","HMMR"
"37778","hsa-miR-34a-5p","HNF4ÃÅ½ÃÂ±"
"37779","hsa-miR-34a-5p","HNGS1"
"37780","hsa-miR-34a-5p","HNRNPA0"
"37782","hsa-miR-34a-5p","HNRNPAB"
"37783","hsa-miR-34a-5p","HNRNPD"
"37784","hsa-miR-34a-5p","HNRNPDL"
"37785","hsa-miR-34a-5p","HNRNPH1"
"37788","hsa-miR-34a-5p","HNRNPK"
"37789","hsa-miR-34a-5p","HNRNPL"
"37790","hsa-miR-34a-5p","HNRNPM"
"37791","hsa-miR-34a-5p","HNRNPR"
"37792","hsa-miR-34a-5p","HORMAD1"
"37794","hsa-miR-34a-5p","HOXB13"
"37795","hsa-miR-34a-5p","HOXB9"
"37797","hsa-miR-34a-5p","HOXC4"
"37799","hsa-miR-34a-5p","HOXC9"
"37800","hsa-miR-34a-5p","HPCAL1"
"37801","hsa-miR-34a-5p","HPS1"
"37803","hsa-miR-34a-5p","HRAS"
"37804","hsa-miR-34a-5p","HRG"
"37805","hsa-miR-34a-5p","HRIHFB2157"
"37806","hsa-miR-34a-5p","HROB"
"37807","hsa-miR-34a-5p","HS1BP3"
"37808","hsa-miR-34a-5p","HS3ST3A1"
"37809","hsa-miR-34a-5p","HS3ST3B1"
"37810","hsa-miR-34a-5p","HSD11B2"
"37811","hsa-miR-34a-5p","HSD17B12"
"37812","hsa-miR-34a-5p","HSD17B6"
"37815","hsa-miR-34a-5p","HSP90AB1"
"37816","hsa-miR-34a-5p","HSPA1"
"37817","hsa-miR-34a-5p","HSPA14"
"37822","hsa-miR-34a-5p","HSPA2"
"37823","hsa-miR-34a-5p","HSPA4L"
"37824","hsa-miR-34a-5p","HSPB1"
"37825","hsa-miR-34a-5p","HSPB11"
"37827","hsa-miR-34a-5p","HSPBAP1"
"37828","hsa-miR-34a-5p","HSPBP1"
"37829","hsa-miR-34a-5p","HSPC075"
"37830","hsa-miR-34a-5p","HSPC225"
"37831","hsa-miR-34a-5p","HSPC272"
"37832","hsa-miR-34a-5p","HSPD1"
"37833","hsa-miR-34a-5p","HSPE1"
"37834","hsa-miR-34a-5p","HTR2A"
"37837","hsa-miR-34a-5p","HUS1B"
"37838","hsa-miR-34a-5p","HYAL3"
"37839","hsa-miR-34a-5p","HYPJ"
"37840","hsa-miR-34a-5p","IAH1"
"37841","hsa-miR-34a-5p","IBTK"
"37842","hsa-miR-34a-5p","ICA1"
"37843","hsa-miR-34a-5p","ICAM1"
"37844","hsa-miR-34a-5p","ICAM2"
